5 Digit NTD ID,ntdid,name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Form Module Type,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,P.O. Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
4R03-41047,4R03-070,Montgomery County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Eastman,GA,31023,818,389,4,www.montgomerycounty.ga.gov,,64433340,,,,,,,,,,1,,1,,
4R03-41055,4R03-026,McDuffie County Commission Transit,MT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,180 Sweetwater Road,,Thomson,GA,30824,8712,,4,www.thomson-mcduffie.com,,26376681,,,,,,,,,,7,,7,,
4R03-41057,4R03-003,Dawson County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Dawsonville,GA,30534,41,598,4,"www.dawsoncounty.org/departments/dawson-transit					",,39486055,,,,,,,,,,4,,4,,
4R03-41062,4R03-022,Hancock County Transit,HCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,12630 Broad Street,,Sparta,GA,31087,1748,,4,http://hancockcountyga.gov/?page_id=3972,,69220754,,,,,,,,,,4,,4,,
4R03-41065,4R03-049,Twiggs County Transit,TCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,425 Railroad Street N.,,Jeffersonville,GA,31044,818,,4,www.cityofdanvillega.com/plans.html,,138917708,,,,,,,,,,2,,2,,
4R03-41074,4R03-020,Glascock County Transit,GCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,370 W. Main Street,,Gibson,GA,30810,66,66,4,,,26367706,,,,,,,,,,2,,2,,
4R03-41077,4R03-047,Taylor County Transit,TCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,7 Ivy Street,,Butler,GA,31006,278,278,4,www.taylorga.us,,75878769,,,,,,,,,,5,,5,,
4R03-41078,4R03-027,Morgan County Transit,MT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,991 South Main Street,,Madison,GA,30650,1996,,4,http://www.morganga.org,,79379467,,,,,,,,,,4,,4,,
4R03-41085,4R03-084,Haralson County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,155 Van Wert Street,,Buchanan,GA,30113,489,489,4,http://haralsoncountyga.gov/,,70327424,,,,,,,,,,5,,5,,
4R03-41086,4R03-091,Catoosa County,Catoosa Trans-Aid,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,800 LaFayette St,,Ringgold,GA,30736,8078,,4,http://www.catoosatransit.com/,,82825944,,,,,,,,,,10,,10,,
4R03-41088,4R03-005,Forsyth County Public Transportation,Forsyth County Dial-A-Ride,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,4140 County Way,,Cumming,GA,30028,3955,,4,www.forsythco.com,,70327549,,,,,,,,,,10,,10,,
4R03-41099,4R03-073,Telfair County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,91 Telfair Avenue,Suite A,McRae,GA,31055,818,389,4,,,79379582,,,,,,,,,,3,,3,,
4R03-41103,4R03-075,Wheeler County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,20 W. Forrest Ave,,Alamo,GA,30411,181,181,4,,,13795174,,,,,,,,,,3,,3,,
4R03-41104,4R03-046,Talbot County Transit,TCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,74 West Monroe Street,,Talbotton,GA,31827,56,56,4,http://www.talbotcountyga.org/content/talbot_transit.php,,79377305,,,,,,,,,,8,,8,,
4R03-41108,4R03-124,River Valley Regional Commission,LCRTA,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Georgetown,GA,39854,,113,4,"www.rivervalleyrc.org					",,78835871,,,,,,,,,,17,,17,,
4R03-41110,4R03-087,Pickens County,M.A.T.S.,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1266 East Church St,,Jasper,GA,30143,,760,4,"http://ngcainc.com/m-a-t-s-transportation/					",,33747254,,,,,,,,,,5,,5,,
4R03-41112,4R03-118,Coastal Regional Commission,Coastal Regional Coaches,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1181 Coastal Drive SW,,Darien,GA,31305,,,4,http://www.crc.ga.gov,,78313632,,,,,,,,,,73,,73,,
4R03-41126,4R03-071,Pierce County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"312 Nichols St					",Suite 7,Blackshear,GA,31516,1925,,4,"			",,606950400,,,,,,,,,,8,,8,,
4R03-41128,4R03-116,Berrien County,MIDS,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,201 N. Davis,Room 198,Nashville,GA,31639,,,4,"http://midsinc.net					",,78119468,,,,,,,,,,2,,2,,
4R03-41133,4R03-115,Coweta County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,21 East Washington Street,,Newnan,GA,30263,,,4,www.coweta.ga.us,,60654159,,,,,,,,,,8,,8,,
4R03-41138,4R03-089,Whitfield County W.T.S.,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,301 West Crawford Street,,Dalton,GA,30720,,248,4,http://www.whitfieldcountyga.com/transit.htm,,73458721,,,,,,,,,,16,,16,,
4R03-41139,4R03-018,Columbia County CommissionTransit,CCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Evans,GA,30809,,498,4,http://www.columbiacountyga.gov,,72471667,,,,,,,,,,10,,10,,
4R03-41140,4R03-117,Clay County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,105 N. Washington St.,,Ft Gaines,GA,39850,,777,4,www.claycountyga.org,,102055345,,,,,,,,,,5,,5,,
4R03-41142,4R03-074,Wayne County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,341 E Walnut Street,,Jesup,GA,31546,,270,4,"www.co.wayne.ga.us					",,26406090,,,,,,,,,,13,,13,,
4R03-41144,4R03-008,Hart County Public Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,139 Clay Street,,Hartwell,GA,30643,2264,,4,www.hartcountyga.gov,,10127611,,,,,,,,,,2,,2,,
4R03-41145,4R03-012,Union County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,65 Courthouse Street Box 1,,Blairsville,GA,30512,307,,4,www.unioncountyga.gov,,80085426,,,,,,,,,,2,,2,,
4R03-41147,4R03-101,Bacon County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,502 West 12th St. ,Ste. 200,Alma,GA,31510,,356,4,http://midsinc.net,,12946745,,,,,,,,,,2,,2,,
4R03-41149,4R03-045,City of Americus,AT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,409 Elm Avenue,,Americus,GA,31709,3580,,4,www.cityofamericus.net,,65356818,,,,,,,,,,5,,5,,
4R03-41154,4R03-009,Jackson County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,12 Hendrix Drive,,Jefferson,GA,30549,2986,,4,www.jacksoncountygov.com,,69213155,,,,,,,,,,4,,4,,
4R03-41155,4R03-014,Social Circle Area Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,,,Social Circle,GA,30025,313,310,4,www.socialcirclega.com,,27185065,,,,,,,,,,2,,2,,
4R03-41156,4R03-066,Wilcox County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,103 N. Broad Street,,Abbeville,GA,31001,,,4,www.wilcoxcountygeorgia.com,,26422519,,,,,,,,,,3,,3,,
4R03-41158,4R03-010,Lumpkin County ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,266 Mechanicsville Rd.,,Dahlonega,GA,30533,819,,4,"www.lumpkincounty.gov/dept/transit					",,10102408,,,,,,,,,,3,,3,,
4R03-41163,4R03-083,Gordon County Transit,M.A.T.S.,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,201 North Wall Street,,Calhoun,GA,30701,,760,4,"http://ngcainc.com/m-a-t-s-transportation/					",,79360467,,,,,,,,,,4,,4,,
4R03-41168,4R03-033,Wilkes County Commission Transit,WCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"23 East Court Street, Rm 222",,Washington,GA,30673,1570,,4,http://www.wta1.org,,80093750,,,,,,,,,,3,,3,,
4R03-41171,4R03-013,Walker County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,91 Industrial Drive,,Chickamauga,GA,30707,3479,,4,"http://www.walkerga.us/Services/Road-Department/Walker-Transit.aspx				",,10126969,,,,,,,,,,17,,17,,
4R03-41176,4R03-036,Crawford County Transit,CCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1101 Highway 341 North,,Roberta,GA,31078,1059,1059,4,www.crawfordcountyga.org,,833140895,,,,,,,,,,3,,3,,
4R03-41177,4R03-090,Southwest Georgia RC,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,181 East Broad St.,,Camilla,GA,31730,346,1603,4,http://www.swgrc.org/regional-transit/,,68828684,,,,,,,,,,93,,93,,
4R03-41185,4R03-063,Thomas County Transit,TCATS,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,116 W. Jefferson St.,,Thomasville,GA,31799,920,920,4,"www.thomascountyboc.org					",,91539908,,,,,,,,,,17,,17,,
4R03-41190,4R03-086,Paulding County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,240 Constitution Blvd., ,Dallas,GA,30132,4614,,4,http://www.paulding.gov/index.aspx?NID=809,,40678831,,,,,,,,,,5,,5,,
4R03-41196,4R03-016,Bleckley County Transit,BCT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"112 North Second Street							",,Cochran,GA,31014,9678,,4,http://www.bleckley.org,,102024614,,,,,,,,,,3,,3,,
4R03-44935,,Meriwether County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,120 N. Hill Street,,Griffin,GA,30224,3390,,4,http://www.threeriversrc.org/transportation-services.php,,302220222,,,,,,,,,,2,,2,,
4R03-44936,,Brantley County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,33 Allen Road,,Nahunta,GA,31553,,,4,,,91753020,,,,,,,,,,,,,,
4R03-44937,,Ben HIll,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,402-A East Pine Street,,Fitzgerald,GA,31750,,,4,http://www.benhillcounty.com/fyi/transit.htm,,626931430,,,,,,,,,,,,,,
4R03-60208,7R03-038,"Greyhound Lines, Inc.",,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,4R03,Georgia Department of Transportation,Intercity Bus,06/30/2015,10/31/2015,350 N St. Paul Street,,Dallas,TX,75201,,,6,www.greyhound.com,,825063233,,,,,,,,,,,,,,
4R04,4R04,Kentucky Transportation Cabinet,,,Active,State Reporter,State,,,,,06/30/2015,10/31/2015,Office of Transportation Delivery,200 Mero Street,Frankfort,KY,40622,,,4,http://www.transportation.ky.gov/,1003,927328732,0,0,,,,,,,,,,,,
4R04-40909,4R04-024,"Middle Kentucky River Area Development Council, Inc.",MKRADC,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,06/30/2015,10/31/2015,1137 Main St,,Jackson,KY,41339,,,4,,,76785518,,,,,,,,,,15,,15,,
4R04-40941,4R04-019,"Rural Transit Enterprises Coordinated, Inc.",RTEC,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,4R04,Kentucky Transportation Cabinet,Rural General Public Transit,06/30/2015,10/31/2015,100 East Main Street,,Mt. Vernon,KY,40456,,746,4,http://www.4rtec.com/,,876637141,,,,,,,,,,179,,179,,
